"국가별","시점","항목",데이터
"일본","2014","- 천명당 간호사",11.0
"일본","2016","의사",308105
"일본","2016","- 천명당 의사",2.4
"일본","2016","약사",230186
"일본","2016","- 천명당 약사",1.8
"일본","2016","치과의사",101584
"일본","2016","- 천명당 치과의사",0.8
"일본","2016","간호사",1439721
"일본","2016","- 천명당 간호사",11.3
"일본","2018","의사",315406
"일본","2018","- 천명당 의사",2.5
"일본","2018","약사",240371
"일본","2018","- 천명당 약사",1.9
"일본","2018","치과의사",101811
"일본","2018","- 천명당 치과의사",0.8
"일본","2018","간호사",1487444
"일본","2018","- 천명당 간호사",11.8
"북아메리카","1998","의사",
"북아메리카","1998","- 천명당 의사",
"북아메리카","1998","약사",
"북아메리카","1998","- 천명당 약사",
"북아메리카","1998","치과의사",
"북아메리카","1998","- 천명당 치과의사",
"북아메리카","1998","간호사",
"북아메리카","1998","- 천명당 간호사",
"북아메리카","1999","의사",
"북아메리카","1999","- 천명당 의사",
"북아메리카","1999","약사",
"북아메리카","1999","- 천명당 약사",
"북아메리카","1999","치과의사",
"북아메리카","1999","- 천명당 치과의사",
"북아메리카","1999","간호사",
"북아메리카","1999","- 천명당 간호사",
"북아메리카","2000","의사",
"북아메리카","2000","- 천명당 의사",
"북아메리카","2000","약사",
"북아메리카","2000","- 천명당 약사",
"북아메리카","2000","치과의사",
"북아메리카","2000","- 천명당 치과의사",
"북아메리카","2000","간호사",
"북아메리카","2000","- 천명당 간호사",
"북아메리카","2001","의사",
"북아메리카","2001","- 천명당 의사",
"북아메리카","2001","약사",
"북아메리카","2001","- 천명당 약사",
"북아메리카","2001","치과의사",
"북아메리카","2001","- 천명당 치과의사",
"북아메리카","2001","간호사",
"북아메리카","2001","- 천명당 간호사",
"북아메리카","2002","의사",
"북아메리카","2002","- 천명당 의사",
"북아메리카","2002","약사",
"북아메리카","2002","- 천명당 약사",
"북아메리카","2002","치과의사",
"북아메리카","2002","- 천명당 치과의사",
"북아메리카","2002","간호사",
"북아메리카","2002","- 천명당 간호사",
"북아메리카","2003","의사",
"북아메리카","2003","- 천명당 의사",
"북아메리카","2003","약사",
"북아메리카","2003","- 천명당 약사",
"북아메리카","2003","치과의사",
"북아메리카","2003","- 천명당 치과의사",
"북아메리카","2003","간호사",
"북아메리카","2003","- 천명당 간호사",
"북아메리카","2004","의사",
"북아메리카","2004","- 천명당 의사",
"북아메리카","2004","약사",
"북아메리카","2004","- 천명당 약사",
"북아메리카","2004","치과의사",
"북아메리카","2004","- 천명당 치과의사",
"북아메리카","2004","간호사",
"북아메리카","2004","- 천명당 간호사",
"북아메리카","2005","의사",
"북아메리카","2005","- 천명당 의사",
"북아메리카","2005","약사",
"북아메리카","2005","- 천명당 약사",
"북아메리카","2005","치과의사",
"북아메리카","2005","- 천명당 치과의사",
"북아메리카","2005","간호사",
"북아메리카","2005","- 천명당 간호사",
"북아메리카","2006","의사",
"북아메리카","2006","- 천명당 의사",
"북아메리카","2006","약사",
"북아메리카","2006","- 천명당 약사",
"북아메리카","2006","치과의사",
"북아메리카","2006","- 천명당 치과의사",
"북아메리카","2006","간호사",
"북아메리카","2006","- 천명당 간호사",
"북아메리카","2007","의사",
"북아메리카","2007","- 천명당 의사",
"북아메리카","2007","약사",
"북아메리카","2007","- 천명당 약사",
"북아메리카","2007","치과의사",
"북아메리카","2007","- 천명당 치과의사",
"북아메리카","2007","간호사",
"북아메리카","2007","- 천명당 간호사",
"북아메리카","2008","의사",
"북아메리카","2008","- 천명당 의사",
"북아메리카","2008","약사",
"북아메리카","2008","- 천명당 약사",
"북아메리카","2008","치과의사",
"북아메리카","2008","- 천명당 치과의사",
"북아메리카","2008","간호사",
"북아메리카","2008","- 천명당 간호사",
"북아메리카","2009","의사",
"북아메리카","2009","- 천명당 의사",
"북아메리카","2009","약사",
"북아메리카","2009","- 천명당 약사",
"북아메리카","2009","치과의사",
"북아메리카","2009","- 천명당 치과의사",
"북아메리카","2009","간호사",
"북아메리카","2009","- 천명당 간호사",
"북아메리카","2010","의사",
"북아메리카","2010","- 천명당 의사",
"북아메리카","2010","약사",
"북아메리카","2010","- 천명당 약사",
"북아메리카","2010","치과의사",
"북아메리카","2010","- 천명당 치과의사",
"북아메리카","2010","간호사",
"북아메리카","2010","- 천명당 간호사",
"북아메리카","2011","의사",
"북아메리카","2011","- 천명당 의사",
"북아메리카","2011","약사",
"북아메리카","2011","- 천명당 약사",
"북아메리카","2011","치과의사",
"북아메리카","2011","- 천명당 치과의사",
"북아메리카","2011","간호사",
"북아메리카","2011","- 천명당 간호사",
"북아메리카","2012","의사",
"북아메리카","2012","- 천명당 의사",
"북아메리카","2012","약사",
"북아메리카","2012","- 천명당 약사",
"북아메리카","2012","치과의사",
"북아메리카","2012","- 천명당 치과의사",
"북아메리카","2012","간호사",
"북아메리카","2012","- 천명당 간호사",
"북아메리카","2013","의사",
"북아메리카","2013","- 천명당 의사",
"북아메리카","2013","약사",
"북아메리카","2013","- 천명당 약사",
"북아메리카","2013","치과의사",
"북아메리카","2013","- 천명당 치과의사",
"북아메리카","2013","간호사",
"북아메리카","2013","- 천명당 간호사",
"북아메리카","2014","의사",
"북아메리카","2014","- 천명당 의사",
"북아메리카","2014","약사",
"북아메리카","2014","- 천명당 약사",
"북아메리카","2014","치과의사",
"북아메리카","2014","- 천명당 치과의사",
"북아메리카","2014","간호사",
"북아메리카","2014","- 천명당 간호사",
"북아메리카","2015","의사",
"북아메리카","2015","- 천명당 의사",
"북아메리카","2015","약사",
"북아메리카","2015","- 천명당 약사",
"북아메리카","2015","치과의사",
"북아메리카","2015","- 천명당 치과의사",
"북아메리카","2015","간호사",
"북아메리카","2015","- 천명당 간호사",
"북아메리카","2016","의사",
"북아메리카","2016","- 천명당 의사",
"북아메리카","2016","약사",
"북아메리카","2016","- 천명당 약사",
"북아메리카","2016","치과의사",
"북아메리카","2016","- 천명당 치과의사",
"북아메리카","2016","간호사",
"북아메리카","2016","- 천명당 간호사",
"북아메리카","2017","의사",
"북아메리카","2017","- 천명당 의사",
"북아메리카","2017","약사",
"북아메리카","2017","- 천명당 약사",
"북아메리카","2017","치과의사",
"북아메리카","2017","- 천명당 치과의사",
"북아메리카","2017","간호사",
"북아메리카","2017","- 천명당 간호사",
"북아메리카","2018","의사",
"북아메리카","2018","- 천명당 의사",
"북아메리카","2018","약사",
"북아메리카","2018","- 천명당 약사",
"북아메리카","2018","치과의사",
"북아메리카","2018","- 천명당 치과의사",
"북아메리카","2018","간호사",
"북아메리카","2018","- 천명당 간호사",
"북아메리카","2019","의사",
"북아메리카","2019","- 천명당 의사",
"북아메리카","2019","약사",
"북아메리카","2019","- 천명당 약사",
"북아메리카","2019","치과의사",
"북아메리카","2019","- 천명당 치과의사",
"북아메리카","2019","간호사",
"북아메리카","2019","- 천명당 간호사",
"북아메리카","2020","의사",
"북아메리카","2020","- 천명당 의사",
"북아메리카","2020","약사",
"북아메리카","2020","- 천명당 약사",
"북아메리카","2020","치과의사",
"북아메리카","2020","- 천명당 치과의사",
"북아메리카","2020","간호사",
"북아메리카","2020","- 천명당 간호사",
"캐나다","2000","의사",61748
"캐나다","2000","- 천명당 의사",2.0
"캐나다","2001","의사",62488
"캐나다","2001","- 천명당 의사",2.0
"캐나다","2002","의사",63498
"캐나다","2002","- 천명당 의사",2.0
"캐나다","2003","의사",63780
"캐나다","2003","- 천명당 의사",2.0
"캐나다","2003","간호사",269154
"캐나다","2003","- 천명당 간호사",8.5
"캐나다","2004","의사",65301
"캐나다","2004","- 천명당 의사",2.0
"캐나다","2004","간호사",271671
"캐나다","2004","- 천명당 간호사",8.5
"캐나다","2005","의사",66688
"캐나다","2005","- 천명당 의사",2.1
"캐나다","2005","치과의사",18178
"캐나다","2005","- 천명당 치과의사",0.6
"캐나다","2005","간호사",281430
"캐나다","2005","- 천명당 간호사",8.7
"캐나다","2006","의사",67886
"캐나다","2006","- 천명당 의사",2.1
"캐나다","2006","치과의사",18414
"캐나다","2006","- 천명당 치과의사",0.6
"캐나다","2006","간호사",287892
"캐나다","2006","- 천명당 간호사",8.8
"캐나다","2007","의사",69833
"캐나다","2007","- 천명당 의사",2.1
"캐나다","2007","치과의사",18672
"캐나다","2007","- 천명당 치과의사",0.6
"캐나다","2007","간호사",297388
"캐나다","2007","- 천명당 간호사",9.0
"캐나다","2008","의사",71990
"캐나다","2008","- 천명당 의사",2.2
"캐나다","2008","치과의사",19006
"캐나다","2008","- 천명당 치과의사",0.6
"캐나다","2008","간호사",304424
"캐나다","2008","- 천명당 간호사",9.2
"캐나다","2009","의사",75312
"캐나다","2009","- 천명당 의사",2.2
"캐나다","2009","치과의사",19334
"캐나다","2009","- 천명당 치과의사",0.6
"캐나다","2009","간호사",313431
"캐나다","2009","- 천명당 간호사",9.3
"캐나다","2010","의사",77488
"캐나다","2010","- 천명당 의사",2.3
"캐나다","2010","치과의사",19800
"캐나다","2010","- 천명당 치과의사",0.6
"캐나다","2010","간호사",318565
"캐나다","2010","- 천명당 간호사",9.4
"캐나다","2011","의사",80762
"캐나다","2011","- 천명당 의사",2.4
"캐나다","2011","치과의사",20595
"캐나다","2011","- 천명당 치과의사",0.6
"캐나다","2011","간호사",319026
"캐나다","2011","- 천명당 간호사",9.3
"캐나다","2012","의사",83629
"캐나다","2012","- 천명당 의사",2.4
"캐나다","2012","약사",31637
"캐나다","2012","- 천명당 약사",0.9
"캐나다","2012","치과의사",21093
"캐나다","2012","- 천명당 치과의사",0.6
"캐나다","2012","간호사",326227
"캐나다","2012","- 천명당 간호사",9.4
"캐나다","2013","의사",86406
"캐나다","2013","- 천명당 의사",2.5
"캐나다","2013","약사",32573
"캐나다","2013","- 천명당 약사",0.9
"캐나다","2013","치과의사",21529
"캐나다","2013","- 천명당 치과의사",0.6
"캐나다","2013","간호사",334570
"캐나다","2013","- 천명당 간호사",9.5
"캐나다","2014","의사",88873
"캐나다","2014","- 천명당 의사",2.5
"캐나다","2014","약사",33203
"캐나다","2014","- 천명당 약사",0.9
"캐나다","2014","치과의사",21928
"캐나다","2014","- 천명당 치과의사",0.6
"캐나다","2014","간호사",347636
"캐나다","2014","- 천명당 간호사",9.8
"캐나다","2015","의사",91268
"캐나다","2015","- 천명당 의사",2.6
"캐나다","2015","약사",35238
"캐나다","2015","- 천명당 약사",1.0
"캐나다","2015","치과의사",22454
"캐나다","2015","- 천명당 치과의사",0.6
"캐나다","2015","간호사",353738
"캐나다","2015","- 천명당 간호사",9.9
"캐나다","2016","의사",94643
"캐나다","2016","- 천명당 의사",2.6
"캐나다","2016","약사",36380
"캐나다","2016","- 천명당 약사",1.0
"캐나다","2016","치과의사",23060
"캐나다","2016","- 천명당 치과의사",0.6
"캐나다","2016","간호사",359473
"캐나다","2016","- 천명당 간호사",10.0
"캐나다","2017","의사",97212
"캐나다","2017","- 천명당 의사",2.7
"캐나다","2017","약사",37500
"캐나다","2017","- 천명당 약사",1.0
"캐나다","2017","치과의사",23352
"캐나다","2017","- 천명당 치과의사",0.6
"캐나다","2017","간호사",365450
"캐나다","2017","- 천명당 간호사",10.0
"캐나다","2018","의사",100710
"캐나다","2018","- 천명당 의사",2.7
"캐나다","2018","약사",38291
"캐나다","2018","- 천명당 약사",1.0
"캐나다","2018","치과의사",24517
"캐나다","2018","- 천명당 치과의사",0.7
"캐나다","2018","간호사",368664
"캐나다","2018","- 천명당 간호사",10.0
"캐나다","2019","의사",102853
"캐나다","2019","- 천명당 의사",2.7
"캐나다","2019","약사",38966
"캐나다","2019","- 천명당 약사",1.0
"캐나다","2019","치과의사",24590
"캐나다","2019","- 천명당 치과의사",0.7
"캐나다","2019","간호사",375319
"캐나다","2019","- 천명당 간호사",10.0
"캐나다","2020","의사",104409
"캐나다","2020","- 천명당 의사",2.8
"멕시코","1998","의사",163925
"멕시코","1998","- 천명당 의사",1.7
