"국가별","시점","항목",데이터
"스페인","2003","- 천명당 의사",3.2
"스페인","2003","약사",32233
"스페인","2003","- 천명당 약사",0.8
"스페인","2003","간호사",180833
"스페인","2003","- 천명당 간호사",4.3
"스페인","2004","의사",147833
"스페인","2004","- 천명당 의사",3.4
"스페인","2004","약사",34700
"스페인","2004","- 천명당 약사",0.8
"스페인","2004","간호사",184600
"스페인","2004","- 천명당 간호사",4.3
"스페인","2005","의사",154767
"스페인","2005","- 천명당 의사",3.6
"스페인","2005","약사",37433
"스페인","2005","- 천명당 약사",0.9
"스페인","2005","간호사",190400
"스페인","2005","- 천명당 간호사",4.4
"스페인","2006","의사",160933
"스페인","2006","- 천명당 의사",3.6
"스페인","2006","약사",40967
"스페인","2006","- 천명당 약사",0.9
"스페인","2006","간호사",197867
"스페인","2006","- 천명당 간호사",4.5
"스페인","2007","의사",161033
"스페인","2007","- 천명당 의사",3.6
"스페인","2007","약사",43067
"스페인","2007","- 천명당 약사",1.0
"스페인","2007","간호사",208267
"스페인","2007","- 천명당 간호사",4.6
"스페인","2008","의사",162900
"스페인","2008","- 천명당 의사",3.5
"스페인","2008","약사",45700
"스페인","2008","- 천명당 약사",1.0
"스페인","2008","간호사",221600
"스페인","2008","- 천명당 간호사",4.8
"스페인","2009","의사",166800
"스페인","2009","- 천명당 의사",3.6
"스페인","2009","약사",43500
"스페인","2009","- 천명당 약사",0.9
"스페인","2009","간호사",229700
"스페인","2009","- 천명당 간호사",5.0
"스페인","2010","의사",175033
"스페인","2010","- 천명당 의사",3.8
"스페인","2010","약사",43000
"스페인","2010","- 천명당 약사",0.9
"스페인","2010","간호사",239867
"스페인","2010","- 천명당 간호사",5.2
"스페인","2011","의사",179267
"스페인","2011","- 천명당 의사",3.8
"스페인","2011","약사",43767
"스페인","2011","- 천명당 약사",0.9
"스페인","2011","간호사",243967
"스페인","2011","- 천명당 간호사",5.2
"스페인","2012","의사",178833
"스페인","2012","- 천명당 의사",3.8
"스페인","2012","약사",49200
"스페인","2012","- 천명당 약사",1.1
"스페인","2012","간호사",245300
"스페인","2012","- 천명당 간호사",5.2
"스페인","2013","의사",177665
"스페인","2013","- 천명당 의사",3.8
"스페인","2013","약사",52100
"스페인","2013","- 천명당 약사",1.1
"스페인","2013","간호사",239767
"스페인","2013","- 천명당 간호사",5.1
"스페인","2014","의사",176665
"스페인","2014","- 천명당 의사",3.8
"스페인","2014","약사",54567
"스페인","2014","- 천명당 약사",1.2
"스페인","2014","간호사",239333
"스페인","2014","- 천명당 간호사",5.2
"스페인","2015","의사",178600
"스페인","2015","- 천명당 의사",3.9
"스페인","2015","약사",55400
"스페인","2015","- 천명당 약사",1.2
"스페인","2015","간호사",245533
"스페인","2015","- 천명당 간호사",5.3
"스페인","2016","의사",177731
"스페인","2016","- 천명당 의사",3.8
"스페인","2016","약사",56167
"스페인","2016","- 천명당 약사",1.2
"스페인","2016","간호사",256333
"스페인","2016","- 천명당 간호사",5.5
"스페인","2017","의사",180633
"스페인","2017","- 천명당 의사",3.9
"스페인","2017","약사",53867
"스페인","2017","- 천명당 약사",1.2
"스페인","2017","간호사",267266
"스페인","2017","- 천명당 간호사",5.7
"스페인","2018","의사",188166
"스페인","2018","- 천명당 의사",4.0
"스페인","2018","약사",55633
"스페인","2018","- 천명당 약사",1.2
"스페인","2018","간호사",274633
"스페인","2018","- 천명당 간호사",5.9
"스페인","2019","의사",207565
"스페인","2019","- 천명당 의사",4.4
"스페인","2019","약사",58133
"스페인","2019","- 천명당 약사",1.2
"스페인","2019","간호사",277633
"스페인","2019","- 천명당 간호사",5.9
"스웨덴","1998","의사",25846
"스웨덴","1998","- 천명당 의사",2.9
"스웨덴","1998","약사",5967
"스웨덴","1998","- 천명당 약사",0.7
"스웨덴","1998","치과의사",7252
"스웨덴","1998","- 천명당 치과의사",0.8
"스웨덴","1998","간호사",83577
"스웨덴","1998","- 천명당 간호사",9.4
"스웨덴","1999","의사",26276
"스웨덴","1999","- 천명당 의사",3.0
"스웨덴","1999","약사",5885
"스웨덴","1999","- 천명당 약사",0.7
"스웨덴","1999","치과의사",7243
"스웨덴","1999","- 천명당 치과의사",0.8
"스웨덴","1999","간호사",84599
"스웨덴","1999","- 천명당 간호사",9.6
"스웨덴","2000","의사",26851
"스웨덴","2000","- 천명당 의사",3.0
"스웨덴","2000","약사",6474
"스웨덴","2000","- 천명당 약사",0.7
"스웨덴","2000","치과의사",7165
"스웨덴","2000","- 천명당 치과의사",0.8
"스웨덴","2000","간호사",85431
"스웨덴","2000","- 천명당 간호사",9.6
"스웨덴","2001","의사",27779
"스웨덴","2001","- 천명당 의사",3.1
"스웨덴","2001","약사",6570
"스웨덴","2001","- 천명당 약사",0.7
"스웨덴","2001","치과의사",7224
"스웨덴","2001","- 천명당 치과의사",0.8
"스웨덴","2001","간호사",86926
"스웨덴","2001","- 천명당 간호사",9.8
"스웨덴","2002","의사",28679
"스웨덴","2002","- 천명당 의사",3.2
"스웨덴","2002","약사",6625
"스웨덴","2002","- 천명당 약사",0.7
"스웨덴","2002","치과의사",7300
"스웨덴","2002","- 천명당 치과의사",0.8
"스웨덴","2002","간호사",89072
"스웨덴","2002","- 천명당 간호사",10.0
"스웨덴","2003","의사",29419
"스웨덴","2003","- 천명당 의사",3.3
"스웨덴","2003","약사",6691
"스웨덴","2003","- 천명당 약사",0.8
"스웨덴","2003","치과의사",7304
"스웨덴","2003","- 천명당 치과의사",0.8
"스웨덴","2003","간호사",90384
"스웨덴","2003","- 천명당 간호사",10.1
"스웨덴","2004","의사",30340
"스웨덴","2004","- 천명당 의사",3.4
"스웨덴","2004","약사",6862
"스웨덴","2004","- 천명당 약사",0.8
"스웨덴","2004","치과의사",7443
"스웨덴","2004","- 천명당 치과의사",0.8
"스웨덴","2004","간호사",92441
"스웨덴","2004","- 천명당 간호사",10.3
"스웨덴","2005","의사",31199
"스웨덴","2005","- 천명당 의사",3.5
"스웨덴","2005","약사",6913
"스웨덴","2005","- 천명당 약사",0.8
"스웨덴","2005","치과의사",7431
"스웨덴","2005","- 천명당 치과의사",0.8
"스웨덴","2005","간호사",94578
"스웨덴","2005","- 천명당 간호사",10.5
"스웨덴","2006","의사",32180
"스웨덴","2006","- 천명당 의사",3.5
"스웨덴","2006","약사",6975
"스웨덴","2006","- 천명당 약사",0.8
"스웨덴","2006","치과의사",7539
"스웨덴","2006","- 천명당 치과의사",0.8
"스웨덴","2006","간호사",96515
"스웨덴","2006","- 천명당 간호사",10.6
"스웨덴","2007","의사",33178
"스웨덴","2007","- 천명당 의사",3.6
"스웨덴","2007","약사",7154
"스웨덴","2007","- 천명당 약사",0.8
"스웨덴","2007","치과의사",7587
"스웨덴","2007","- 천명당 치과의사",0.8
"스웨덴","2007","간호사",98258
"스웨덴","2007","- 천명당 간호사",10.7
"스웨덴","2008","의사",33950
"스웨덴","2008","- 천명당 의사",3.7
"스웨덴","2008","약사",7150
"스웨덴","2008","- 천명당 약사",0.8
"스웨덴","2008","치과의사",7514
"스웨덴","2008","- 천명당 치과의사",0.8
"스웨덴","2008","간호사",99347
"스웨덴","2008","- 천명당 간호사",10.8
"스웨덴","2009","의사",34874
"스웨덴","2009","- 천명당 의사",3.8
"스웨덴","2009","약사",7012
"스웨덴","2009","- 천명당 약사",0.8
"스웨덴","2009","치과의사",7519
"스웨덴","2009","- 천명당 치과의사",0.8
"스웨덴","2009","간호사",100256
"스웨덴","2009","- 천명당 간호사",10.8
"스웨덴","2010","의사",35714
"스웨덴","2010","- 천명당 의사",3.8
"스웨덴","2010","약사",7146
"스웨덴","2010","- 천명당 약사",0.8
"스웨덴","2010","치과의사",7606
"스웨덴","2010","- 천명당 치과의사",0.8
"스웨덴","2010","간호사",101774
"스웨덴","2010","- 천명당 간호사",10.9
"스웨덴","2011","의사",36751
"스웨덴","2011","- 천명당 의사",3.9
"스웨덴","2011","약사",7287
"스웨덴","2011","- 천명당 약사",0.8
"스웨덴","2011","치과의사",7732
"스웨덴","2011","- 천명당 치과의사",0.8
"스웨덴","2011","간호사",102880
"스웨덴","2011","- 천명당 간호사",10.9
"스웨덴","2012","의사",37776
"스웨덴","2012","- 천명당 의사",4.0
"스웨덴","2012","약사",7330
"스웨덴","2012","- 천명당 약사",0.8
"스웨덴","2012","치과의사",7811
"스웨덴","2012","- 천명당 치과의사",0.8
"스웨덴","2012","간호사",104003
"스웨덴","2012","- 천명당 간호사",10.9
"스웨덴","2013","의사",38823
"스웨덴","2013","- 천명당 의사",4.0
"스웨덴","2013","약사",7280
"스웨덴","2013","- 천명당 약사",0.8
"스웨덴","2013","치과의사",7844
"스웨덴","2013","- 천명당 치과의사",0.8
"스웨덴","2013","간호사",105162
"스웨덴","2013","- 천명당 간호사",11.0
"스웨덴","2014","의사",39849
"스웨덴","2014","- 천명당 의사",4.1
"스웨덴","2014","약사",7386
"스웨덴","2014","- 천명당 약사",0.8
"스웨덴","2014","치과의사",7902
"스웨덴","2014","- 천명당 치과의사",0.8
"스웨덴","2014","간호사",106147
"스웨덴","2014","- 천명당 간호사",11.0
"스웨덴","2015","의사",40914
"스웨덴","2015","- 천명당 의사",4.2
"스웨덴","2015","약사",7527
"스웨덴","2015","- 천명당 약사",0.8
"스웨덴","2015","치과의사",8004
"스웨덴","2015","- 천명당 치과의사",0.8
"스웨덴","2015","간호사",107383
"스웨덴","2015","- 천명당 간호사",11.0
"스웨덴","2016","의사",42007
"스웨덴","2016","- 천명당 의사",4.2
"스웨덴","2016","약사",7646
"스웨덴","2016","- 천명당 약사",0.8
"스웨덴","2016","치과의사",8086
"스웨덴","2016","- 천명당 치과의사",0.8
"스웨덴","2016","간호사",108475
"스웨덴","2016","- 천명당 간호사",10.9
"스웨덴","2017","의사",42926
"스웨덴","2017","- 천명당 의사",4.3
"스웨덴","2017","약사",7726
"스웨덴","2017","- 천명당 약사",0.8
"스웨덴","2017","치과의사",8182
"스웨덴","2017","- 천명당 치과의사",0.8
"스웨덴","2017","간호사",109568
"스웨덴","2017","- 천명당 간호사",10.9
"스웨덴","2018","의사",43930
"스웨덴","2018","- 천명당 의사",4.3
"스웨덴","2018","약사",8011
"스웨덴","2018","- 천명당 약사",0.8
"스웨덴","2018","치과의사",8212
"스웨덴","2018","- 천명당 치과의사",0.8
"스웨덴","2018","간호사",110441
"스웨덴","2018","- 천명당 간호사",10.9
"스위스","1998","약사",4506
"스위스","1998","- 천명당 약사",0.6
"스위스","1998","치과의사",3470
"스위스","1998","- 천명당 치과의사",0.5
"스위스","1999","약사",4351
"스위스","1999","- 천명당 약사",0.6
"스위스","1999","치과의사",3449
"스위스","1999","- 천명당 치과의사",0.5
"스위스","2000","약사",4450
"스위스","2000","- 천명당 약사",0.6
"스위스","2000","치과의사",3468
"스위스","2000","- 천명당 치과의사",0.5
"스위스","2000","간호사",83273
"스위스","2000","- 천명당 간호사",11.6
"스위스","2001","약사",4532
"스위스","2001","- 천명당 약사",0.6
"스위스","2001","치과의사",3432
"스위스","2001","- 천명당 치과의사",0.5
"스위스","2001","간호사",86048
"스위스","2001","- 천명당 간호사",11.9
"스위스","2002","약사",4602
"스위스","2002","- 천명당 약사",0.6
"스위스","2002","치과의사",3501
"스위스","2002","- 천명당 치과의사",0.5
"스위스","2002","간호사",89670
"스위스","2002","- 천명당 간호사",12.3
"스위스","2003","의사",26824
"스위스","2003","- 천명당 의사",3.7
"스위스","2003","약사",4568
"스위스","2003","- 천명당 약사",0.6
"스위스","2003","치과의사",3598
"스위스","2003","- 천명당 치과의사",0.5
"스위스","2003","간호사",94263
"스위스","2003","- 천명당 간호사",12.8
"스위스","2004","의사",27291
"스위스","2004","- 천명당 의사",3.7
"스위스","2004","약사",4460
"스위스","2004","- 천명당 약사",0.6
"스위스","2004","치과의사",3679
"스위스","2004","- 천명당 치과의사",0.5
"스위스","2004","간호사",94002
"스위스","2004","- 천명당 간호사",12.7
"스위스","2005","의사",27791
"스위스","2005","- 천명당 의사",3.7
"스위스","2005","약사",4487
"스위스","2005","- 천명당 약사",0.6
"스위스","2005","치과의사",3764
"스위스","2005","- 천명당 치과의사",0.5
"스위스","2005","간호사",94240
"스위스","2005","- 천명당 간호사",12.7
"스위스","2006","의사",28343
"스위스","2006","- 천명당 의사",3.8
"스위스","2006","약사",4518
"스위스","2006","- 천명당 약사",0.6
"스위스","2006","치과의사",3884
"스위스","2006","- 천명당 치과의사",0.5
"스위스","2006","간호사",97953
"스위스","2006","- 천명당 간호사",13.1
"스위스","2007","의사",28579
"스위스","2007","- 천명당 의사",3.8
"스위스","2007","약사",4692
"스위스","2007","- 천명당 약사",0.6
"스위스","2007","치과의사",3931
"스위스","2007","- 천명당 치과의사",0.5
"스위스","2007","간호사",100700
"스위스","2007","- 천명당 간호사",13.3
"스위스","2008","의사",29194
"스위스","2008","- 천명당 의사",3.8
"스위스","2008","약사",4818
"스위스","2008","- 천명당 약사",0.6
"스위스","2008","치과의사",3987
"스위스","2008","- 천명당 치과의사",0.5
"스위스","2008","간호사",103959
"스위스","2008","- 천명당 간호사",13.6
"스위스","2009","의사",29680
"스위스","2009","- 천명당 의사",3.8
"스위스","2009","약사",4916
"스위스","2009","- 천명당 약사",0.6
"스위스","2009","치과의사",4030
"스위스","2009","- 천명당 치과의사",0.5
"스위스","2009","간호사",107303
"스위스","2009","- 천명당 간호사",13.9
"스위스","2010","의사",29803
"스위스","2010","- 천명당 의사",3.8
"스위스","2010","약사",4973
"스위스","2010","- 천명당 약사",0.6
"스위스","2010","치과의사",4109
"스위스","2010","- 천명당 치과의사",0.5
"스위스","2010","간호사",114575
"스위스","2010","- 천명당 간호사",14.6
"스위스","2011","의사",30327
"스위스","2011","- 천명당 의사",3.8
"스위스","2011","약사",5258
"스위스","2011","- 천명당 약사",0.7
"스위스","2011","치과의사",4123
"스위스","2011","- 천명당 치과의사",0.5
"스위스","2011","간호사",119992
"스위스","2011","- 천명당 간호사",15.2
"스위스","2012","의사",31313
"스위스","2012","- 천명당 의사",3.9
"스위스","2012","약사",5324
"스위스","2012","- 천명당 약사",0.7
"스위스","2012","치과의사",4181
"스위스","2012","- 천명당 치과의사",0.5
"스위스","2012","간호사",124534
"스위스","2012","- 천명당 간호사",15.6
"스위스","2013","의사",32681
"스위스","2013","- 천명당 의사",4.0
"스위스","2013","약사",5223
"스위스","2013","- 천명당 약사",0.7
"스위스","2013","치과의사",4208
"스위스","2013","- 천명당 치과의사",0.5
"스위스","2013","간호사",128693
"스위스","2013","- 천명당 간호사",15.9
"스위스","2014","의사",33785
"스위스","2014","- 천명당 의사",4.1
"스위스","2014","약사",5292
"스위스","2014","- 천명당 약사",0.7
"스위스","2014","치과의사",4180
"스위스","2014","- 천명당 치과의사",0.5
"스위스","2014","간호사",132307
"스위스","2014","- 천명당 간호사",16.2
"스위스","2015","의사",34762
"스위스","2015","- 천명당 의사",4.2
"스위스","2015","약사",5339
"스위스","2015","- 천명당 약사",0.6
"스위스","2015","치과의사",4200
"스위스","2015","- 천명당 치과의사",0.5
"스위스","2015","간호사",137306
"스위스","2015","- 천명당 간호사",16.6
"스위스","2016","의사",35592
"스위스","2016","- 천명당 의사",4.3
"스위스","2016","약사",5863
"스위스","2016","- 천명당 약사",0.7
"스위스","2016","치과의사",4217
"스위스","2016","- 천명당 치과의사",0.5
"스위스","2016","간호사",142522
"스위스","2016","- 천명당 간호사",17.0
"스위스","2017","의사",36324
"스위스","2017","- 천명당 의사",4.3
"스위스","2017","약사",5889
"스위스","2017","- 천명당 약사",0.7
"스위스","2017","치과의사",4361
"스위스","2017","- 천명당 치과의사",0.5
"스위스","2017","간호사",145602
"스위스","2017","- 천명당 간호사",17.2
"스위스","2018","의사",36940
"스위스","2018","- 천명당 의사",4.3
"스위스","2018","약사",5886
"스위스","2018","- 천명당 약사",0.7
"스위스","2018","치과의사",4337
"스위스","2018","- 천명당 치과의사",0.5
"스위스","2018","간호사",149791
"스위스","2018","- 천명당 간호사",17.6
"스위스","2019","의사",37300
"스위스","2019","- 천명당 의사",4.4
"스위스","2019","약사",5769
"스위스","2019","- 천명당 약사",0.7
"스위스","2019","치과의사",3481
"스위스","2019","- 천명당 치과의사",0.4
"스위스","2019","간호사",154004
"스위스","2019","- 천명당 간호사",18.0
"스위스","2020","의사",37911
"스위스","2020","- 천명당 의사",4.4
"영국","1998","의사",110952
"영국","1998","- 천명당 의사",1.9
"영국","1999","의사",112183
"영국","1999","- 천명당 의사",1.9
"영국","2000","의사",116427
"영국","2000","- 천명당 의사",2.0
"영국","2000","간호사",479868
"영국","2000","- 천명당 간호사",8.2
"영국","2001","의사",119800
"영국","2001","- 천명당 의사",2.0
"영국","2001","간호사",493697
"영국","2001","- 천명당 간호사",8.4
"영국","2002","의사",124714
"영국","2002","- 천명당 의사",2.1
"영국","2002","약사",34959
"영국","2002","- 천명당 약사",0.6
"영국","2002","간호사",513798
"영국","2002","- 천명당 간호사",8.7
"영국","2003","의사",130599
"영국","2003","- 천명당 의사",2.2
"영국","2003","약사",35904
"영국","2003","- 천명당 약사",0.6
"영국","2003","간호사",530063
"영국","2003","- 천명당 간호사",8.9
"영국","2004","의사",139194
"영국","2004","- 천명당 의사",2.3
"영국","2004","약사",36778
"영국","2004","- 천명당 약사",0.6
"영국","2004","간호사",541623
"영국","2004","- 천명당 간호사",9.0
"영국","2005","의사",144780
"영국","2005","- 천명당 의사",2.4
"영국","2005","약사",36467
"영국","2005","- 천명당 약사",0.6
"영국","2005","간호사",552404
"영국","2005","- 천명당 간호사",9.1
"영국","2006","의사",148998
"영국","2006","- 천명당 의사",2.5
"영국","2006","약사",37707
"영국","2006","- 천명당 약사",0.6
"영국","2006","간호사",547238
"영국","2006","- 천명당 간호사",9.0
"영국","2007","의사",152184
"영국","2007","- 천명당 의사",2.5
"영국","2007","약사",38134
"영국","2007","- 천명당 약사",0.6
"영국","2007","치과의사",29451
"영국","2007","- 천명당 치과의사",0.5
"영국","2007","간호사",530578
"영국","2007","- 천명당 간호사",8.7
"영국","2008","의사",158597
"영국","2008","- 천명당 의사",2.6
"영국","2008","약사",38915
"영국","2008","- 천명당 약사",0.6
"영국","2008","치과의사",30617
"영국","2008","- 천명당 치과의사",0.5
"영국","2008","간호사",535658
"영국","2008","- 천명당 간호사",8.7
"영국","2009","의사",164607
"영국","2009","- 천명당 의사",2.6
"영국","2009","약사",39642
"영국","2009","- 천명당 약사",0.6
"영국","2009","치과의사",31394
"영국","2009","- 천명당 치과의사",0.5
"영국","2009","간호사",529693
"영국","2009","- 천명당 간호사",8.5
"영국","2010","의사",166250
"영국","2010","- 천명당 의사",2.7
"영국","2010","약사",40641
"영국","2010","- 천명당 약사",0.7
"영국","2010","치과의사",32298
"영국","2010","- 천명당 치과의사",0.5
"영국","2010","간호사",527560
"영국","2010","- 천명당 간호사",8.4
"영국","2011","의사",169919
"영국","2011","- 천명당 의사",2.7
"영국","2011","약사",48042
"영국","2011","- 천명당 약사",0.8
"영국","2011","치과의사",33218
"영국","2011","- 천명당 치과의사",0.5
"영국","2011","간호사",518756
"영국","2011","- 천명당 간호사",8.2
"영국","2012","의사",171747
"영국","2012","- 천명당 의사",2.7
"영국","2012","약사",49731
"영국","2012","- 천명당 약사",0.8
"영국","2012","치과의사",33268
"영국","2012","- 천명당 치과의사",0.5
"영국","2012","간호사",505867
"영국","2012","- 천명당 간호사",7.9
"영국","2013","의사",173976
"영국","2013","- 천명당 의사",2.7
"영국","2013","약사",51315
"영국","2013","- 천명당 약사",0.8
"영국","2013","치과의사",33676
"영국","2013","- 천명당 치과의사",0.5
"영국","2013","간호사",509202
"영국","2013","- 천명당 간호사",7.9
"영국","2014","의사",177352
"영국","2014","- 천명당 의사",2.8
"영국","2014","약사",53261
"영국","2014","- 천명당 약사",0.8
"영국","2014","치과의사",34348
"영국","2014","- 천명당 치과의사",0.5
"영국","2014","간호사",512714
"영국","2014","- 천명당 간호사",7.9
"영국","2015","의사",180444
"영국","2015","- 천명당 의사",2.8
"영국","2015","약사",54380
"영국","2015","- 천명당 약사",0.8
"영국","2015","치과의사",34621
"영국","2015","- 천명당 치과의사",0.5
"영국","2015","간호사",514850
"영국","2015","- 천명당 간호사",7.9
"영국","2016","의사",182534
"영국","2016","- 천명당 의사",2.8
"영국","2016","약사",56542
"영국","2016","- 천명당 약사",0.9
"영국","2016","치과의사",34867
"영국","2016","- 천명당 치과의사",0.5
"영국","2016","간호사",516974
"영국","2016","- 천명당 간호사",7.9
"영국","2017","의사",185692
"영국","2017","- 천명당 의사",2.8
"영국","2017","약사",55960
"영국","2017","- 천명당 약사",0.9
"영국","2017","치과의사",34760
"영국","2017","- 천명당 치과의사",0.5
"영국","2017","간호사",516930
"영국","2017","- 천명당 간호사",7.8
"영국","2018","의사",188783
"영국","2018","- 천명당 의사",2.8
"영국","2018","약사",57225
"영국","2018","- 천명당 약사",0.9
"영국","2018","치과의사",35000
"영국","2018","- 천명당 치과의사",0.5
"영국","2018","간호사",535128
"영국","2018","- 천명당 간호사",8.1
"영국","2019","의사",196784
"영국","2019","- 천명당 의사",3.0
"영국","2019","약사",58239
"영국","2019","- 천명당 약사",0.9
"영국","2019","치과의사",35568
"영국","2019","- 천명당 치과의사",0.5
"영국","2019","간호사",547661
"영국","2019","- 천명당 간호사",8.2
"영국","2020","의사",203529
"영국","2020","- 천명당 의사",3.0
"영국","2020","약사",57218
"영국","2020","- 천명당 약사",0.9
"영국","2020","치과의사",36394
"영국","2020","- 천명당 치과의사",0.5
"영국","2020","간호사",567803
"영국","2020","- 천명당 간호사",8.5
"남아프리카공화국","1998","간호사",32744
"남아프리카공화국","1998","- 천명당 간호사",0.8
"남아프리카공화국","1999","간호사",32925
"남아프리카공화국","1999","- 천명당 간호사",0.7
"남아프리카공화국","2000","간호사",32399
"남아프리카공화국","2000","- 천명당 간호사",0.7
"남아프리카공화국","2001","간호사",32120
"남아프리카공화국","2001","- 천명당 간호사",0.7
"남아프리카공화국","2002","간호사",32495
"남아프리카공화국","2002","- 천명당 간호사",0.7
"남아프리카공화국","2003","간호사",33575
"남아프리카공화국","2003","- 천명당 간호사",0.7
"남아프리카공화국","2004","의사",34829
"남아프리카공화국","2004","- 천명당 의사",0.7
"남아프리카공화국","2004","간호사",35266
"남아프리카공화국","2004","- 천명당 간호사",0.8
"남아프리카공화국","2005","간호사",37085
"남아프리카공화국","2005","- 천명당 간호사",0.8
"남아프리카공화국","2006","간호사",39305
"남아프리카공화국","2006","- 천명당 간호사",0.8
"남아프리카공화국","2007","의사",34324
"남아프리카공화국","2007","- 천명당 의사",0.7
"남아프리카공화국","2007","간호사",40582
"남아프리카공화국","2007","- 천명당 간호사",0.8
"남아프리카공화국","2008","의사",34687
"남아프리카공화국","2008","- 천명당 의사",0.7
"남아프리카공화국","2008","간호사",43686
"남아프리카공화국","2008","- 천명당 간호사",0.9
"남아프리카공화국","2009","의사",35707
"남아프리카공화국","2009","- 천명당 의사",0.7
"남아프리카공화국","2009","간호사",48078
"남아프리카공화국","2009","- 천명당 간호사",1.0
"남아프리카공화국","2010","의사",36912
"남아프리카공화국","2010","- 천명당 의사",0.7
"남아프리카공화국","2010","간호사",52370
"남아프리카공화국","2010","- 천명당 간호사",1.0
"남아프리카공화국","2011","의사",37583
"남아프리카공화국","2011","- 천명당 의사",0.7
"남아프리카공화국","2011","간호사",55408
"남아프리카공화국","2011","- 천명당 간호사",1.1
"남아프리카공화국","2012","의사",38444
"남아프리카공화국","2012","- 천명당 의사",0.7
"남아프리카공화국","2012","간호사",58722
"남아프리카공화국","2012","- 천명당 간호사",1.1
"남아프리카공화국","2013","의사",39847
"남아프리카공화국","2013","- 천명당 의사",0.7
"남아프리카공화국","2013","간호사",63788
"남아프리카공화국","2013","- 천명당 간호사",1.2
"남아프리카공화국","2014","의사",41132
"남아프리카공화국","2014","- 천명당 의사",0.8
"남아프리카공화국","2014","간호사",66891
"남아프리카공화국","2014","- 천명당 간호사",1.2
"남아프리카공화국","2015","의사",43277
"남아프리카공화국","2015","- 천명당 의사",0.8
"남아프리카공화국","2015","간호사",70300
"남아프리카공화국","2015","- 천명당 간호사",1.3
"남아프리카공화국","2016","의사",43141
"남아프리카공화국","2016","- 천명당 의사",0.8
"남아프리카공화국","2016","간호사",73558
"남아프리카공화국","2016","- 천명당 간호사",1.3
"남아프리카공화국","2017","의사",44653
"남아프리카공화국","2017","- 천명당 의사",0.8
"남아프리카공화국","2017","간호사",74556
"남아프리카공화국","2017","- 천명당 간호사",1.3
"남아프리카공화국","2018","의사",45503
"남아프리카공화국","2018","- 천명당 의사",0.8
"남아프리카공화국","2018","간호사",70552
"남아프리카공화국","2018","- 천명당 간호사",1.2
"남아프리카공화국","2019","의사",46393
"남아프리카공화국","2019","- 천명당 의사",0.8
"남아프리카공화국","2019","간호사",64638
"남아프리카공화국","2019","- 천명당 간호사",1.1
"오세아니아","1998","의사",
"오세아니아","1998","- 천명당 의사",
"오세아니아","1998","약사",
"오세아니아","1998","- 천명당 약사",
"오세아니아","1998","치과의사",
"오세아니아","1998","- 천명당 치과의사",
"오세아니아","1998","간호사",
"오세아니아","1998","- 천명당 간호사",
"오세아니아","1999","의사",
"오세아니아","1999","- 천명당 의사",
"오세아니아","1999","약사",
"오세아니아","1999","- 천명당 약사",
"오세아니아","1999","치과의사",
"오세아니아","1999","- 천명당 치과의사",
"오세아니아","1999","간호사",
"오세아니아","1999","- 천명당 간호사",
"오세아니아","2000","의사",
"오세아니아","2000","- 천명당 의사",
"오세아니아","2000","약사",
"오세아니아","2000","- 천명당 약사",
"오세아니아","2000","치과의사",
"오세아니아","2000","- 천명당 치과의사",
"오세아니아","2000","간호사",
"오세아니아","2000","- 천명당 간호사",
"오세아니아","2001","의사",
"오세아니아","2001","- 천명당 의사",
"오세아니아","2001","약사",
"오세아니아","2001","- 천명당 약사",
"오세아니아","2001","치과의사",
"오세아니아","2001","- 천명당 치과의사",
"오세아니아","2001","간호사",
"오세아니아","2001","- 천명당 간호사",
"오세아니아","2002","의사",
"오세아니아","2002","- 천명당 의사",
"오세아니아","2002","약사",
"오세아니아","2002","- 천명당 약사",
"오세아니아","2002","치과의사",
"오세아니아","2002","- 천명당 치과의사",
"오세아니아","2002","간호사",
"오세아니아","2002","- 천명당 간호사",
"오세아니아","2003","의사",
"오세아니아","2003","- 천명당 의사",
"오세아니아","2003","약사",
"오세아니아","2003","- 천명당 약사",
"오세아니아","2003","치과의사",
"오세아니아","2003","- 천명당 치과의사",
"오세아니아","2003","간호사",
"오세아니아","2003","- 천명당 간호사",
"오세아니아","2004","의사",
"오세아니아","2004","- 천명당 의사",
"오세아니아","2004","약사",
"오세아니아","2004","- 천명당 약사",
"오세아니아","2004","치과의사",
"오세아니아","2004","- 천명당 치과의사",
"오세아니아","2004","간호사",
"오세아니아","2004","- 천명당 간호사",
"오세아니아","2005","의사",
"오세아니아","2005","- 천명당 의사",
"오세아니아","2005","약사",
"오세아니아","2005","- 천명당 약사",
"오세아니아","2005","치과의사",
"오세아니아","2005","- 천명당 치과의사",
"오세아니아","2005","간호사",
"오세아니아","2005","- 천명당 간호사",
"오세아니아","2006","의사",
"오세아니아","2006","- 천명당 의사",
"오세아니아","2006","약사",
"오세아니아","2006","- 천명당 약사",
"오세아니아","2006","치과의사",
"오세아니아","2006","- 천명당 치과의사",
"오세아니아","2006","간호사",
"오세아니아","2006","- 천명당 간호사",
"오세아니아","2007","의사",
"오세아니아","2007","- 천명당 의사",
"오세아니아","2007","약사",
"오세아니아","2007","- 천명당 약사",
"오세아니아","2007","치과의사",
"오세아니아","2007","- 천명당 치과의사",
"오세아니아","2007","간호사",
"오세아니아","2007","- 천명당 간호사",
"오세아니아","2008","의사",
"오세아니아","2008","- 천명당 의사",
"오세아니아","2008","약사",
